ledger_status	description	in_service_year	accum_quantity	accum_cost	company_id	gl_account_id	func_class_id	retirement_unit_id	bus_segment_id	utility_account_id	sub_account_id	asset_location_id	subledger_indicator	asset_id	depr_group_id	property_unit_id	asset_acct_meth_id	retire_method_id	long_description	property_group_id	unit_of_measure_id	compute_0023	major_location_id	line_number_id	books_schema_id	long_description	long_description	work_order_number	eng_in_service_year	serial_number	func_symbol	local_symbol	local_cost	related_asset	related_equip	second_financial_cost
1	8'x16' P.House - FC S01	12/1/2018 00:00:00	0	0	4	149310	4	252	1	3210	3210	21221716	99	30947554	29742517	252	1	1	Construct 8'x16' Pump House - Four Corners S01	21	1	2018	21212678		1	FRAME; OR FRAME & BRICK; OR STUCCO [252]	15296 - Four Corners	00118084	10/3/2018 00:00:00		USD	N/A	0	yes		277.18
1	8'x16' P.House - FC S01	12/1/2018 00:00:00	1	11703.24	4	101010	4	252	1	3210	3210	21221716	99	30947536	21214940	252	1	1	Construct 8'x16' Pump House - Four Corners S01	21	1	2018	21212678		1	FRAME; OR FRAME & BRICK; OR STUCCO [252]	15296 - Four Corners	00118084	10/3/2018 00:00:00		USD	N/A	0	yes		11703.24
1	Covered Welding Shop - NW	10/1/2018 00:00:00	0	0	4	149310	4	252	1	3210	3210	21212872	99	30751843	29742517	252	1	1	Covered Welding Shop - NW	21	1	2018	21212676		1	FRAME; OR FRAME & BRICK; OR STUCCO [252]	500 - WWSCO Admin	00117827	9/15/2018 00:00:00		USD	N/A	0	yes		267.35
1	Covered Welding Shop - NW	10/1/2018 00:00:00	1	20469.41	4	101010	4	252	1	3210	3210	21212872	99	30751814	21214940	252	1	1	Covered Welding Shop - NW	21	1	2018	21212676		1	FRAME; OR FRAME & BRICK; OR STUCCO [252]	500 - WWSCO Admin	00117827	9/15/2018 00:00:00		USD	N/A	0	yes		20469.41
1	Cristalina Purchase - pumps	3/1/2015 00:00:00	1	1417.65	4	101010	4	270	1	3240	3240	23574704	99	24808935	21214945	270	1	1	Cristalina Purchase - pumps	12	1	2015	21212686		1	PUMPING EQUIPMENT [270]	03014 - Cristalina Water Company	00099997	10/31/2014 00:00:00		USD	N/A	0			1417.65
1	Doghouse - MM, Em Shores	4/1/2018 00:00:00	1	1958.55	4	101010	4	252	1	3210	3210	21221642	99	30148635	21214940	252	1	1	Doghouse - Minterbrook, Emerald Shores	21	1	2018	21212678		1	FRAME; OR FRAME & BRICK; OR STUCCO [252]	54740 - Minterbrook	00106267	12/31/2017 00:00:00		USD	N/A	0	yes		1958.55
1	Doghouse - MM, Em Shores	4/1/2018 00:00:00	0	0	4	149310	4	252	1	3210	3210	21221642	99	30148667	29742517	252	1	1	Doghouse - Minterbrook, Emerald Shores	21	1	2018	21212678		1	FRAME; OR FRAME & BRICK; OR STUCCO [252]	54740 - Minterbrook	00106267	12/31/2017 00:00:00		USD	N/A	0	yes		3.03
1	Duplex Booster Skid -CG Boostr Stn2	4/1/2019 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221544	99	31360524	29742346	270	1	1	Duplex Booster Skid (2x 3hp pumps, controls, electrical, heat, enclosure) -Cedar Grove Booster Station #2	12	1	2019	21212678		1	PUMPING EQUIPMENT [270]	11914 - Cedar Grove	00117733	2/1/2019 00:00:00		USD	N/A	0	yes		3009.58
1	Duplex Booster Skid -CG Boostr Stn2	4/1/2019 00:00:00	1	139576.07	4	101010	4	270	1	3240	3240	21221544	99	31360509	21214945	270	1	1	Duplex Booster Skid (2x 3hp pumps, controls, electrical, heat, enclosure) -Cedar Grove Booster Station #2	12	1	2019	21212678		1	PUMPING EQUIPMENT [270]	11914 - Cedar Grove	00117733	2/1/2019 00:00:00		USD	N/A	0	yes		139576.07
1	CL2 Building - SS S01	11/1/2017 00:00:00	1	38068.53	4	101010	4	256	1	3210	3210	21221888	99	29103026	21214940	256	1	1	Durafiber 6'W x 8'H x 8'L Chlorination Building - Silver Springs S01	21	1	2017	21212684		1	MISCELLANEOUS [256]	79275 - Silver Springs Estates	00106303	9/30/2017 00:00:00		USD	N/A	0			38068.53
1	Elect.Srv for Booster Stn. ROS, Vus	11/1/2017 00:00:00	2	23581.71	4	101010	4	270	1	3240	3240	21221872	99	29102983	21214945	270	1	1	Elect. Srv for Booster Stations - Rosario, Vusario	12	1	2017	21212682		1	PUMPING EQUIPMENT [270]	74270 - Rosario Water	00090421	9/30/2017 00:00:00		USD	N/A	0			23581.71
1	Pump Equip- Orcas Highlands	9/1/2018 00:00:00	0	906.92	4	101010	4	270	1	3240	3240	30548160	99	30658039	21214945	270	1	1	Electrical for Pumping Equip - Orcas Highlands	12	1	2018	21212682		1	PUMPING EQUIPMENT [270]	13301 - Orcas Highlands Association	13301	9/1/2018 00:00:00		USD	N/A	0			906.92
1	Equip Enclosure - PH S10	5/1/2018 00:00:00	1	14576.43	4	101010	4	252	1	3210	3210	21221624	99	30291771	21214940	252	1	1	Equip Enclosure - Peacock Hill, Trillium Pk S10	21	1	2018	21212678		1	FRAME; OR FRAME & BRICK; OR STUCCO [252]	66637 - Peacock Hill	00117589	5/17/2018 00:00:00		USD	N/A	0	yes		14576.44
1	Equip Enclosure - PH S10	5/1/2018 00:00:00	0	0	4	149310	4	252	1	3210	3210	21221624	99	30291791	29742517	252	1	1	Equip Enclosure - Peacock Hill, Trillium Pk S10	21	1	2018	21212678		1	FRAME; OR FRAME & BRICK; OR STUCCO [252]	66637 - Peacock Hill	00117589	5/17/2018 00:00:00		USD	N/A	0	yes		284.23
1	Erosion Control Bed - SR S02	7/1/2018 00:00:00	1	2192.63	4	101010	4	256	1	3210	3210	21221690	99	30466005	21214940	256	1	1	Erosion Control Bed - Spruce Road S02	21	1	2018	21212678		1	MISCELLANEOUS [256]	83424 - Spruce Road	00118241	5/30/2018 00:00:00		USD	N/A	0	yes		2192.63
1	Erosion Control Bed - SR S02	7/1/2018 00:00:00	0	0	4	149310	4	256	1	3210	3210	21221690	99	30466022	29742517	256	1	1	Erosion Control Bed - Spruce Road S02	21	1	2018	21212678		1	MISCELLANEOUS [256]	83424 - Spruce Road	00118241	5/30/2018 00:00:00		USD	N/A	0	yes		106.98
1	Booster Pump 5hp - CWC	9/1/2017 00:00:00	1	10638.28	4	101010	4	270	1	3240	3240	23574704	99	28735649	21214945	270	1	1	ESV 5hp 6STG Booster Pump & 5hp 208-230/1 Motor- Cristalina	12	1	2017	21212686		1	PUMPING EQUIPMENT [270]	03014 - Cristalina Water Company	00111924	8/31/2017 00:00:00	F1606792,F1610180419	USD	N/A	0			10638.28
1	Booster Pump 5hp - CWC	9/1/2017 00:00:00	1	10565.64	4	101010	4	270	1	3240	3240	23574704	99	28735666	21214945	270	1	1	ESV 5hp 6STG Booster Pump & 5hp 208-230/1 Motor- Cristalina	12	1	2017	21212686		1	PUMPING EQUIPMENT [270]	03014 - Cristalina Water Company	00111924	8/31/2017 00:00:00	E1608925,F161080399	USD	N/A	0			10565.64
1	Fence - Q @ Horizon West res site	4/1/2015 00:00:00	1	1745.09	4	101010	4	256	1	3210	3210	21221542	99	24900502	21214940	256	1	1	Fence - Quistorff @ Horizon West res site	21	1	2015	21212678		1	MISCELLANEOUS [256]	70550 - Quistorff	00101109	3/31/2015 00:00:00		USD	N/A	0			1745.09
1	Fence - GM wellsite	12/1/2014 00:00:00	1	2462.71	4	101010	4	256	1	3210	3210	21221782	99	24400404	21214940	256	1	1	Fence (114' x 5' chain link) @ Golden Meadow wellsite	21	1	2014	21212680		1	MISCELLANEOUS [256]	AA608 - Golden Meadow	00099939	11/30/2014 00:00:00		USD	N/A	0			2462.71
1	Fire Pump & Mtr - PT, Sidney Pk	12/1/2016 00:00:00	1	4368.93	4	101010	4	270	1	3240	3240	21221604	99	27230670	21214945	270	1	1	Fire Pump - Parkview Terrace, Sidney Park, Berkeley B3ZPMS, 7.5hp 1800 TEFC MTR	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	66215 - Parkview Terrace	00107621	7/31/2016 00:00:00		USD	N/A	0			4368.93
1	FC - Well pump @ SO2 Welbourn	9/1/2014 00:00:00	1	2937.51	4	101010	4	270	1	3240	3240	21221716	99	23637603	21214945	270	1	1	Four Corners - Well pump @ SO2 Welbourn	12	1	2014	21212678		1	PUMPING EQUIPMENT [270]	15296 - Four Corners	00097792	7/31/2014 00:00:00		USD	N/A	0			2937.51
1	Franklin 60JS3S4-PE 3hp sub&mtr -GM	4/1/2017 00:00:00	1	3003.55	4	101010	4	270	1	3240	3240	21221782	99	27595701	21214945	270	1	1	Franklin modEL 60JS3S4-PE 3hp subpump & motor - Golden Meadow	12	1	2017	21212680		1	PUMPING EQUIPMENT [270]	AA608 - Golden Meadow	00105517	2/28/2017 00:00:00	14C221200203H,16J14-28-00960C	USD	N/A	0			3003.55
1	Franklin 60JS3S4-PE 3hp sub&mtr -GM	4/1/2017 00:00:00	1	3001.14	4	101010	4	270	1	3240	3240	21221782	99	27595704	21214945	270	1	1	Franklin modEL 60JS3S4-PE 3hp subpump & motor - Golden Meadow	12	1	2017	21212680		1	PUMPING EQUIPMENT [270]	AA608 - Golden Meadow	00105517	2/28/2017 00:00:00	16J222200001H,16J14-29-00035C	USD	N/A	0			3001.14
1	Gate Intercom - NW office	4/1/2019 00:00:00	1	1279.31	4	101010	4	256	1	3210	3210	21212874	99	31361308	21214940	256	1	1	Gate Intercom - NW office	21	1	2019	21212678		1	MISCELLANEOUS [256]	501 - NW (Gig Harbor)	00120040	3/14/2019 00:00:00		USD	N/A	0	yes		1279.31
1	Gate Intercom - NW office	4/1/2019 00:00:00	0	0	4	149310	4	256	1	3210	3210	21212874	99	31361325	29742517	256	1	1	Gate Intercom - NW office	21	1	2019	21212678		1	MISCELLANEOUS [256]	501 - NW (Gig Harbor)	00120040	3/14/2019 00:00:00		USD	N/A	0	yes		9.4
1	GM 152-16S15 Pump&Motor - BELL S01	7/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221626	99	30466048	29742346	270	1	1	GM 152-16S15 1.5hp Pump & Motor - Belvill S01	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	04896 - Belvill	00118243	5/24/2018 00:00:00		USD	N/A	0	yes		33.39
1	GM 152-16S15 Pump&Motor - BELL S01	7/1/2018 00:00:00	1	2226.83	4	101010	4	270	1	3240	3240	21221626	99	30466042	21214945	270	1	1	GM 152-16S15 1.5hp Pump & Motor - Belvill S01	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	04896 - Belvill	00118243	5/24/2018 00:00:00		USD	N/A	0	yes		2226.83
1	Well pump & motor - HT, S02	4/1/2017 00:00:00	1	3942.49	4	101010	4	270	1	3240	3240	21221672	99	27595932	21214945	270	1	1	Goulds 35gpm 1.5hp e-GS sub pump, FE 1.5hp 4" motor - Holly Tides, S02	12	1	2017	21212678		1	PUMPING EQUIPMENT [270]	33695 - Holly Tides	00110477	2/28/2017 00:00:00	F1645376,16C14-09-00913C	USD	N/A	0			3942.49
1	Well pump & motor - HT, S02	4/1/2017 00:00:00	1	3942.48	4	101010	4	270	1	3240	3240	21221672	99	27595915	21214945	270	1	1	Goulds 35gpm 1.5hp e-GS sub pump, FE 1.5hp 4" motor - Holly Tides, S02	12	1	2017	21212678		1	PUMPING EQUIPMENT [270]	33695 - Holly Tides	00110477	2/28/2017 00:00:00	H1647049,14B14-06-01184C	USD	N/A	0			3942.48
1	Well pump & motor, 71st S01	2/1/2018 00:00:00	1	5407.53	4	101010	4	270	1	3240	3240	21221582	99	29868265	21214945	270	1	1	Goulds 35GS20 subpump 2hp & motor, 71st Avenue S01	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	52976 - 71st Ave	00117434	1/9/2018 00:00:00	F1748830,F1217Z220185	USD	N/A	0			5407.53
1	Well Pump & Motor - YAKIMA S01	7/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221548	99	30466088	29742346	270	1	1	Goulds GS 3hp Well Pump & Motor - YAKIMA S01	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	01326 - South East Yakima	00118341	5/16/2018 00:00:00		USD	N/A	0	yes		138.16
1	Well Pump & Motor - YAKIMA S01	7/1/2018 00:00:00	1	4478.76	4	101010	4	270	1	3240	3240	21221548	99	30466071	21214945	270	1	1	Goulds GS 3hp Well Pump & Motor - YAKIMA S01	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	01326 - South East Yakima	00118341	5/16/2018 00:00:00		USD	N/A	0	yes		4478.76
1	Goulds HSC20 Pump&Motor - WALD S01	5/1/2018 00:00:00	1	2129.76	4	101010	4	270	1	3240	3240	25516196	99	30292187	21214945	270	1	1	Goulds HSC20 2hp Pump and Motor - Walden S01	12	1	2018	21212684		1	PUMPING EQUIPMENT [270]	43887 - Walden Water System	00117957	4/25/2018 00:00:00	J0680112,02717J2	USD	N/A	0	yes		2129.76
1	Goulds HSC20 Pump&Motor - WALD S01	5/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	25516196	99	30292204	29742346	270	1	1	Goulds HSC20 2hp Pump and Motor - Walden S01	12	1	2018	21212684		1	PUMPING EQUIPMENT [270]	43887 - Walden Water System	00117957	4/25/2018 00:00:00	J0680112,02717J2	USD	N/A	0	yes		40.46
1	Grundfos Well Pump & Motor - PT S01	5/1/2019 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221604	99	31458843	29742346	270	1	1	Grundfos 25HP Pump & Motor-Parkview Terrace S01	12	1	2019	21212678		1	PUMPING EQUIPMENT [270]	66215 - Parkview Terrace	00118916	11/15/2018 00:00:00	Motor#00140651PCP21748	USD	N/A	0	yes		-8.21
1	Grundfos Well Pump & Motor - PT S01	2/1/2019 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221604	99	31178794	29742346	270	1	1	Grundfos 25HP Pump & Motor-Parkview Terrace S01	12	1	2019	21212678		1	PUMPING EQUIPMENT [270]	66215 - Parkview Terrace	00118916	11/15/2018 00:00:00	Motor#00140651PCP21748	USD	N/A	0	yes		0.09
1	Grundfos Well Pump & Motor - PT S01	11/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221604	99	30835375	29742346	270	1	1	Grundfos 25HP Pump & Motor-Parkview Terrace S01	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	66215 - Parkview Terrace	00118916	11/15/2018 00:00:00	Motor#00140651PCP21748	USD	N/A	0	yes		386.25
1	Grundfos Well Pump & Motor - PT S01	11/1/2018 00:00:00	0	14325.9	4	101010	4	270	1	3240	3240	21221604	99	30835358	21214945	270	1	1	Grundfos 25HP Pump & Motor-Parkview Terrace S01	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	66215 - Parkview Terrace	00118916	11/15/2018 00:00:00	Motor#00140651PCP21748	USD	N/A	0	yes		14325.9
1	Well pump & motor - AE S08	5/1/2017 00:00:00	1	3048.83	4	101010	4	270	1	3240	3240	21221850	99	27683926	21214945	270	1	1	Grundfos GF35S30-11 3hp well pump & GM3021 3hp mtr - Aspinwall Estates S08	12	1	2017	21212680		1	PUMPING EQUIPMENT [270]	01463 - Aspinwall Estates	00110478	4/20/2017 00:00:00	4023P116460002,7945407	USD	N/A	0			3048.83
1	Heater - CC, Huntwick Pumphouse	5/1/2018 00:00:00	1	302.5	4	101010	4	256	1	3210	3210	21221760	99	30291906	21214940	256	1	1	Heater - Cecar Crest, Huntwick Pumphouse	21	1	2018	21212678		1	MISCELLANEOUS [256]	11887 - Cedar Crest	00117737	1/30/2018 00:00:00		USD	N/A	0	yes		302.5
1	Heater - CC, Huntwick Pumphouse	5/1/2018 00:00:00	0	0	4	149310	4	256	1	3210	3210	21221760	99	30291923	29742517	256	1	1	Heater - Cecar Crest, Huntwick Pumphouse	21	1	2018	21212678		1	MISCELLANEOUS [256]	11887 - Cedar Crest	00117737	1/30/2018 00:00:00		USD	N/A	0	yes		5.52
1	Heater - Q, Swede Hill #1	11/1/2018 00:00:00	1	625.89	4	101010	4	256	1	3210	3210	21221542	99	30835001	21214940	256	1	1	Heater - Quistorff, Swede Hill #1	21	1	2018	21212678		1	MISCELLANEOUS [256]	70550 - Quistorff	00117743	7/24/2018 00:00:00		USD	N/A	0	yes		625.89
1	Heater - Q, Swede Hill #1	11/1/2018 00:00:00	0	0	4	149310	4	256	1	3210	3210	21221542	99	30835018	29742517	256	1	1	Heater - Quistorff, Swede Hill #1	21	1	2018	21212678		1	MISCELLANEOUS [256]	70550 - Quistorff	00117743	7/24/2018 00:00:00		USD	N/A	0	yes		23.73
1	Heater - S&I, S01	5/1/2018 00:00:00	0	0	4	149310	4	256	1	3210	3210	21221682	99	30291943	29742517	256	1	1	Heater - S&I, S01	21	1	2018	21212678		1	MISCELLANEOUS [256]	75154 - S & I	00117741	1/30/2018 00:00:00		USD	N/A	0	yes		4.42
1	Heater - S&I, S01	5/1/2018 00:00:00	1	197.78	4	101010	4	256	1	3210	3210	21221682	99	30291926	21214940	256	1	1	Heater - S&I, S01	21	1	2018	21212678		1	MISCELLANEOUS [256]	75154 - S & I	00117741	1/30/2018 00:00:00		USD	N/A	0	yes		197.78
1	HPN Tank - PH, well #12	1/1/2018 00:00:00	1	68128.81	4	101010	4	270	1	3240	3240	21221624	99	29690362	21214945	270	1	1	HPN Tank - Peacock Hill, Well #12	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	66637 - Peacock Hill	00090401	9/30/2017 00:00:00		USD	N/A	0			68128.81
1	HPN Tank dsgn - PH, Woodcrest	9/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221624	99	30657797	29742346	270	1	1	HPN Tank design - PH, Woodcrest (part of proj 103261)	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	66637 - Peacock Hill	00103259	7/30/2018 00:00:00		USD	N/A	0	yes		81.39
1	HPN Tank dsgn - PH, Woodcrest	9/1/2018 00:00:00	1	6943.44	4	101010	4	270	1	3240	3240	21221624	99	30657782	21214945	270	1	1	HPN Tank design - PH, Woodcrest (part of proj 103261)	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	66637 - Peacock Hill	00103259	7/30/2018 00:00:00		USD	N/A	0	yes		6943.43
1	Jet Pump - CC, Sylvia Lake res site	8/1/2015 00:00:00	1	1464.77	4	101010	4	270	1	3240	3240	21221760	99	25261047	21214945	270	1	1	Jet Pump - Cedar Crest at Sylvia Lake res site, STA-Rite 1HP 115/230V centrifugal	12	1	2015	21212678		1	PUMPING EQUIPMENT [270]	11887 - Cedar Crest	00102381	6/30/2015 00:00:00		USD	N/A	0			1464.77
1	Jockey Pump - RDL	11/1/2014 00:00:00	1	1397.47	4	101010	4	270	1	3240	3240	21221898	99	24279484	21214945	270	1	1	Jockey Pump - Rondelay Meadows	12	1	2014	21212684		1	PUMPING EQUIPMENT [270]	74130 - Rondelay Meadows	00097040	8/31/2014 00:00:00		USD	N/A	0			1397.47
1	Jockey Pump-SC, Spyglass 3 HP 240V	9/1/2016 00:00:00	1	3114.84	4	101010	4	270	1	3240	3240	21221740	99	26910915	21214945	270	1	1	Jockey Pump - Sea Cliff, Spyglass 3 HP 240V Model CR5-8	12	1	2016	21212678		1	PUMPING EQUIPMENT [270]	76880 - Sea Cliff Estates	00107818	8/31/2016 00:00:00		USD	N/A	0			3114.84
1	1.5hp Jockey pump - K, S01	5/1/2017 00:00:00	1	1141.57	4	101010	4	270	1	3240	3240	21221546	99	27683968	21214945	270	1	1	Jockey pump, 1.5hp Grundfos Model A96083186P117 - Kopachuck, S01	12	1	2017	21212678		1	PUMPING EQUIPMENT [270]	43065 - Kopachuck	00112244	4/30/2017 00:00:00		USD	N/A	0			1141.57
1	Lake Pump - ROS S01	1/1/2018 00:00:00	1	16699.41	4	101010	4	270	1	3240	3240	21221872	99	29690473	21214945	270	1	1	Lake Pump 7.5hp GE PEVHS - Rosario Water S01	12	1	2018	21212682		1	PUMPING EQUIPMENT [270]	74270 - Rosario Water	00112184	11/30/2017 00:00:00		USD	N/A	0			16699.41
1	Lake Pump - ROS S01	1/1/2018 00:00:00	1	16699.42	4	101010	4	270	1	3240	3240	21221872	99	29690490	21214945	270	1	1	Lake Pump 7.5hp GE PEVHS - Rosario Water S01	12	1	2018	21212682		1	PUMPING EQUIPMENT [270]	74270 - Rosario Water	00112184	11/30/2017 00:00:00		USD	N/A	0			16699.42
1	Liquid Level Resvr Controls - WWWW	5/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221904	99	30292304	29742346	270	1	1	Liq.Level Controls, Mech Float Switch & Cable Weights - Walter Walker, 364Av	12	1	2018	21212686		1	PUMPING EQUIPMENT [270]	20276 - Walter Walker Water Works	00118051	4/12/2018 00:00:00		USD	N/A	0	yes		98.02
1	Liquid Level Resvr Controls - WWWW	5/1/2018 00:00:00	1	2509.33	4	101010	4	270	1	3240	3240	21221904	99	30292287	21214945	270	1	1	Liq.Level Controls, Mech Float Switch & Cable Weights - Walter Walker, 364Av	12	1	2018	21212686		1	PUMPING EQUIPMENT [270]	20276 - Walter Walker Water Works	00118051	4/12/2018 00:00:00		USD	N/A	0	yes		2509.33
1	Liquid Level Controller - PT, S04	5/1/2018 00:00:00	1	4712.39	4	101010	4	270	1	3240	3240	21221604	99	30292029	21214945	270	1	1	Liquid Level Controller - Parkview Terrace, S04	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	66215 - Parkview Terrace	00117830	4/4/2018 00:00:00		USD	N/A	0	yes		4712.39
1	Liquid Level Controller - PT, S04	5/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221604	99	30292046	29742346	270	1	1	Liquid Level Controller - Parkview Terrace, S04	12	1	2018	21212678		1	PUMPING EQUIPMENT [270]	66215 - Parkview Terrace	00117830	4/4/2018 00:00:00		USD	N/A	0	yes		225.22
1	Locks -Electronic Locks (Co-Wide)	12/1/2014 00:00:00	1	38554.77	4	101010	4	256	1	3210	3210	21221508	99	24400309	21214940	256	1	1	Locks - Electronic Programmable Locks @ all office locations	21	1	2014	21212676		1	MISCELLANEOUS [256]	500 - WWSCO Admin (default location)	00094368	11/30/2014 00:00:00		USD	N/A	0			38554.77
1	Booster pump and 2 motors - CHT SO2	11/1/2015 00:00:00	1	2962.21	4	101010	4	270	1	3240	3240	21221862	99	25532852	21214945	270	1	1	Model 3VB650-4 P/E/Jacuzzi Booster, (2) 3HP 230V 1PH motors - Classic Heights SO2	12	1	2015	21212680		1	PUMPING EQUIPMENT [270]	63381 - Classic Heights	00103526	10/31/2015 00:00:00	Pump - 15K19-09-05011P	USD	N/A	0			2962.21
1	Permanent Throttle Valve, LF well2	11/1/2018 00:00:00	0	0	4	149310	4	270	1	3240	3240	21221816	99	30835289	29742346	270	1	1	Permanent Throttle Valve, Lacamas Farms well2	12	1	2018	21212680		1	PUMPING EQUIPMENT [270]	02117 - Lacamas Farmsteads	00118732	8/27/2018 00:00:00		USD	N/A	0	yes		61.13
1	Permanent Throttle Valve, LF well2	11/1/2018 00:00:00	1	2116.06	4	101010	4	270	1	3240	3240	21221816	99	30835272	21214945	270	1	1	Permanent Throttle Valve, Lacamas Farms well2	12	1	2018	21212680		1	PUMPING EQUIPMENT [270]	02117 - Lacamas Farmsteads	00118732	8/27/2018 00:00:00		USD	N/A	0	yes		2116.06
1	PH - Parking lot remodel, NW office	1/1/2014 00:00:00	1	7334.82	4	101010	4	256	1	3210	3210	21221624	99	22554003	21214940	256	1	1	PH - Parking lot remodel, NW office	21	1	2014	21212678		1	MISCELLANEOUS [256]	66637 - Peacock Hill	00092855	11/30/2013 00:00:00		USD	N/A	0			7334.82
1	Power Meter Base - MVM S01	5/1/2018 00:00:00	1	2126.6	4	101010	4	270	1	3240	3240	21221882	99	30291714	21214945	270	1	1	Power Meter Base - Mainland View Manor, Columbia St, S01	12	1	2018	21212684		1	PUMPING EQUIPMENT [270]	47248 - Mainland View Manor	00117517	1/30/2018 00:00:00		USD	N/A	0			2126.6
1	Pressure Header in PHouse - RDL	11/1/2014 00:00:00	1	9647	4	101010	4	256	1	3210	3210	21221898	99	24279467	21214940	256	1	1	Pressure Header in PHouse - Rondelay Meadows	21	1	2014	21212684		1	MISCELLANEOUS [256]	74130 - Rondelay Meadows	00097040	8/31/2014 00:00:00		USD	N/A	0			9647
1	Pump - AE SO1 well pump	5/1/2014 00:00:00	1	6455.58	4	101010	4	270	1	3240	3240	21221850	99	22899968	21214945	270	1	1	Pump - Aspinwall Estates SO1 well pump	12	1	2014	21212680		1	PUMPING EQUIPMENT [270]	01463 - Aspinwall Estates	00095919	3/31/2014 00:00:00		USD	N/A	0			6455.58
1	Pump - Jockey Pump @ FP	5/1/2014 00:00:00	1	945.56	4	101010	4	270	1	3240	3240	21221780	99	22900006	21214945	270	1	1	Pump - Jockey Pump @ Forest Park booster station	12	1	2014	21212680		1	PUMPING EQUIPMENT [270]	07167 - Forest Park	00096338	4/30/2014 00:00:00		USD	N/A	0			945.56
1	Pump - LLW S01	2/1/2015 00:00:00	1	4889.77	4	101010	4	270	1	3240	3240	21221800	99	24682265	21214945	270	1	1	Pump - Lake Lawrence S01	12	1	2015	21212680		1	PUMPING EQUIPMENT [270]	22572 - Lake Lawrence	00100545	1/31/2015 00:00:00		USD	N/A	0			4889.77
1	Pump - LOP S01	2/1/2016 00:00:00	1	7644.67	4	101010	4	270	1	3240	3240	21221876	99	25799722	21214945	270	1	1	Pump - Look Out Point S01, 10hp 6" Sub pump & motor	12	1	2016	21212684		1	PUMPING EQUIPMENT [270]	00045 - Look Out Point	00104841	1/31/2016 00:00:00		USD	N/A	0			7644.67
1	Pump - MM S09 off Vipond Dr	4/1/2015 00:00:00	1	5084.69	4	101010	4	270	1	3240	3240	21221642	99	24900483	21214945	270	1	1	Pump - Minterbrook S09 off Vipond Dr	12	1	2015	21212678		1	PUMPING EQUIPMENT [270]	54740 - Minterbrook	00100350	1/31/2015 00:00:00		USD	N/A	0			5084.69
1	Pump - MM, Levak SO6 Pump & Motor	5/1/2014 00:00:00	1	3670.74	4	101010	4	270	1	3240	3240	21221642	99	22899987	21214945	270	1	1	Pump - Minterbrook, Levak SO6 Pump & Motor	12	1	2014	21212678		1	PUMPING EQUIPMENT [270]	54740 - Minterbrook	00096337	4/30/2014 00:00:00		USD	N/A	0			3670.74
1	Pump - RW, S03 @ Woodmere	4/1/2014 00:00:00	1	7225.24	4	101010	4	270	1	3240	3240	21221606	99	22824082	21214945	270	1	1	Pump - Rosedale East, S03 @ Woodmere	12	1	2014	21212678		1	PUMPING EQUIPMENT [270]	09490 - Rosedale East	00095771	3/31/2014 00:00:00		USD	N/A	0			7225.24
1	Pump - Transformer @ TG	5/1/2014 00:00:00	1	904.95	4	101010	4	270	1	3240	3240	21221814	99	22900029	21214945	270	1	1	Pump - Transformer @ Triple G	12	1	2014	21212680		1	PUMPING EQUIPMENT [270]	89425 - Triple G/Lakeview Estates	00096429	4/30/2014 00:00:00		USD	N/A	0			904.95
1	Pump - Well Pump @ RPARK	4/1/2014 00:00:00	1	3054.04	4	101010	4	270	1	3240	3240	21221572	99	22824120	21214945	270	1	1	Pump - Well Pump & motor at Regency Park	12	1	2014	21212678		1	PUMPING EQUIPMENT [270]	71727 - Regency Park	00095832	3/31/2014 00:00:00		USD	N/A	0			3054.04
1	Pump - MVMA	4/1/2014 00:00:00	1	3384.71	4	101010	4	270	1	3240	3240	21221774	99	22824101	21214945	270	1	1	Pump - Well pump at Mountain View Meadows A	12	1	2014	21212680		1	PUMPING EQUIPMENT [270]	AB470 - Mountain View Meadows A	00095827	3/31/2014 00:00:00		USD	N/A	0			3384.71
